ID,SMILES,Standard value
1868,CCC(=O)c1ccc(Cl)cc1,0
2283,CC(C)(C)OOC(C)(C)C,0
1653,Nc1nc[nH]n1,0
2437,NC(=O)Nc1ccccc1,0
2457,O=C(O)c1ccccc1C(=O)OCc1ccccc1,0
107534-96-3,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,0
2247,O=c1nc(O)n(Cl)c(=O)n1Cl,0
6807-17-6,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,0
1498,COc1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(NC(C)=O)c2c1O,0
2315,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,0
1897-45-6,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0
1778,COc1nc(NC(C)C)nc(NC(C)C)n1,0
2007,CC1OC=CC(=O)C1=O,0
570,Cc1cc(Cl)ccc1OC(C)C(=O)O,0
1626,c1ccc(CCCc2ccccn2)cc1,0
2214,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0
1561,CCCCCCCCCC(=O)O,0
1713,CC(=O)OCCC(C)C,0
423,CC(=O)OC1CC(C)OC(C)O1,0
51218-45-2,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,1
1957,Oc1cccc(O)c1,0
1769,CC(C)(C)c1cccc(O)c1,0
2350,CCCCCC1CCC(=O)O1,0
2195,ClC=CCl,0
36734-19-7,CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1
2326,CCN(CC)C(=O)c1cccc(C)c1,0
88671-89-0,CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,0
1198,OCC=Cc1ccccc1,0
2004,CC(O)CN,0
685,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,0
2204,CCCCOCC1CO1,0
2252,C=CC[N+](C)(C)CC=C,0
1734,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,0
1689-82-3,O=C1C=CC(=NNc2ccccc2)C=C1,0
1907,CC(C)=CCCC(C)=CC#N,0
1353,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1663,O=CC=Cc1ccccc1,0
2250,O=[N+]([O-])c1ccc(Cl)cc1,0
451,CC1CC(O)CC(C)(C)C1,0
2248,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,0
1921,CCC(=O)OC1CC2CCC1(C)C2(C)C,0
52645-53-1,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,1
1157,CC(=O)C=C(C)C,0
1055,COc1ccc(O)cc1,0
2192,O=C(O)c1ccccc1O,0
2254,C[N+]1(C)CCCCC1,0
1810,OCC(O)C(O)C(O)C(O)CO,0
7696-12-0,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0
2231,CC12CCC(CC1=O)C2(C)C,0
2316,Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,0
2188,N#Cc1cccnc1,0
2187,COC(=O)CC(=O)OC,0
1899,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0
2189,COC(=O)c1ccccc1C,0
1770,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0
2268,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,0
1802,CCCCCCCCN(C)CCCCCCCC,0
2263,C1N2CN3CN1CN(C2)C3,0
2455,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0
2264,c1c[nH]cn1,0
2402,COc1nn(C(=O)NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,0
1723,O=C(O)CC(O)C(=O)O,0
1865,CC(C)c1cc(C(C)C)cc(C(C)C)c1,0
1826,BrCCBr,0
2306,Cc1ccc(C)c(C)c1,0
709,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,0
592,CCCCCCCCC(CO)CCCCCC,0
2324,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,0
2014,CCc1ccccc1O,0
2270,CC(=O)c1ccccc1,0
1432,O=C(O)CS,0
1779,CCCCC(CC)COCCO,0
2367,CCCCCCOCCO,0
1771,CCC1OC=CC(=O)C1=O,0
2388,CCOCCOCCO,0
2340,CCC1(C)NC(=O)NC1=O,0
2351,CCCCCCC(=O)O,0
2438,NC(=O)NC1NC(=O)NC1=O,0
2436,NC(=O)c1ccccc1O,0
1412,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C,0
85-60-9,CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0
914,O=C(OCCc1ccccc1)c1ccccc1,0
1817,OC1CCCCCCCCCCC1,0
1866,Cc1cccc([N+](=O)[O-])c1C,0
17804-35-2,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1
2431,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0
1071-83-6,O=C(O)CNCP(=O)(O)O,0
2289,CC(C)CCCC(C)(C)O,0
2374,CCCO,0
358,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1822,CN(C)c1cccc(O)c1,0
68359-37-5,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,1
2449,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,0
2433,N#CCCCCC#N,0
2312,Cc1ccc(S(=O)(=O)NCl)cc1,0
1131-60-8,Oc1ccc(C2CCCCC2)cc1,0
1587,CNC(=O)CSP(=S)(OC)OC,0
2170,c1ccc2occc2c1,0
101-53-1,Oc1ccc(Cc2ccccc2)cc1,0
2190,NC(CO)(CO)CO,0
1661,CC(=O)OC(C)C,0
1143,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,0
1224,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,0
2314,Cc1ccc2ncccc2c1,0
1192,CCCCCCCCCCO,0
2440,Nc1ccccc1[N+](=O)[O-],0
1343,Clc1cccc(Cl)c1,0
2253,CCCC[N+](C)(CCCC)CCCC,0
1502,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c(O)c1C2=O,0
1257,C1CCCNCC1,0
1763,ClCCOCCCl,0
2193,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OC(OCCO)CC1OCCO,0
2291,CC(C)CCCCCCOC(=O)c1ccc(C(=O)OCCCCCCC(C)C)c(C(=O)OCCCCCCC(C)C)c1,0
1993,OCCNCCO,0
2181,Cc1cc(C)c(C)cc1C,0
2416,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0
1944,CCCCN(CC)C(=O)SCCC,0
1132,CN(C)Cc1ccccc1O,0
1620,CC1(C)C(=O)NC(=O)N1CO,0
2359,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,0
1910,Oc1ccc(Cl)cc1,0
1320,NC(N)=O,0
1034,CCNc1nc(Cl)nc(NC(C)(C)C)n1,0
1297,CCCCCCOC(=O)c1ccccc1,0
2362,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,0
1760,CCCCC(CC)COS(=O)(=O)O,0
2415,COC(=O)NS(=O)(=O)c1ccc(N)cc1,0
1598,CCCCCCC(O)CC=CCCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCCC=CCC(O)CCCCCC)CCOC(=O)CCCCCCCC=CCC(O)CCCCCC,0
1967,NCCNCCN,0
1859,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0
559,CCOC(=O)c1ccccc1,0
68-22-4,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1
2384,CCOc1nc(C(Cl)(Cl)Cl)ns1,0
121-75-5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,0
2162,C=C(C)C#N,0
122-34-9,CCNc1nc(Cl)nc(NCC)n1,0
1585,CC1=C(C(=O)Nc2ccccc2)SCCO1,0
1939,C1=CCCC=CCCC=CCC1,0
71751-41-2,CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0
2220,CCCCCCCCCCCCCN1CC(C)OC(C)C1,0
13194-48-4,CCCSP(=O)(OCC)SCCC,1
2158,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,0
2443,NCCCCCCN,0
77-89-4,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1
939,CCCCCCCCCCCCN1CCOCC1,0
837,CCCCC=CCCCCCCCCCC=O,0
1861-32-1,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0
1724,c1ccc2ccccc2c1,0
1226,CC1(C)NC(=O)NC1=O,0
2199,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0
1311,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,0
131-16-8,CCCOC(=O)c1ccccc1C(=O)OCCC,0
88,O=CCCl,0
2425,COCCOCCOC,0
799,CC(=O)OC(C)(C)C1CC=C(C)CC1,0
2462,O=C(O)CCCCCCCC(=O)O,0
1805,CC(C=O)Cc1ccc(C(C)(C)C)cc1,0
2370,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,0
2171,C=Cc1ccc(C)cc1,0
2230,CC12CCC(C1)C(C)(C)C2O,0
2258,C1=Cc2cccc3cccc1c23,0
2209,ClC(Cl)c1ccccc1,0
1952,CO[PH](=O)OC,0
2240,NC1CCCCC1,0
1627,CC1(C)C(=O)N(Br)C(=O)N1Br,0
1605,CC1CN(N=Cc2cccnc2)C(=O)N=N1,0
2345,CCCCCC(CO)CCC,0
2309,Cc1ccc(C)c(O)c1C,0
1607,CN(C)NC(=O)CCC(=O)O,0
2349,CCCCCc1ccc(Cl)cc1,0
1049,C=C[Si](OCCOC)(OCCOC)OCCOC,0
1996,ClP(Cl)c1ccccc1,0
1845,CC(=O)c1ccc(O)cc1,0
2333,COC(=O)c1ccc(I)cc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0
2408,CNC(=O)ON=CC(C)(C)SC,0
2279,CC(=O)SC(C(=O)NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(C)C,0
1731,c1ccc2c(c1)CCCC2,0
2203,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,0
518,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0
1852,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,0
1363,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,0
2460,O=C(O)CCC(=O)O,0
2278,CC(=O)OCCOCCOCCOC(C)=O,0
4505,CS(=O)(=O)c1ccc(C(CC2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,0
2202,COC(C)COC(C)COC(C)CO,0
2401,CN=C=S,0
1877,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,0
1237,[H]/N=C(\N)NC#N,0
970,O=C(O)Cc1cccc2ccccc12,0
2284,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,0
1359,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,0
1869,CC(C)=CCCC(C)CCO,0
1886,Cc1cccc2ccccc12,0
1328,CCCCCCCCCCCC(=O)O,0
1857,CC(C)(C)c1ccc(N)cc1,0
1860,Cc1ncc(CO)c(CO)c1O,0
1941,CCCCC=O,0
2243,O=C(O)c1ccccc1C(=O)O,0
2428,COS(C)(=O)=O,0
2341,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0
1953,Cc1ccc(S(=O)(=O)O)c(C)c1,0
1829,CC(=O)C=CC1C(C)=CCCC1(C)C,0
2396,ClCCOP(OCCCl)OCCCl,0
2372,CCCCOCCOC(C)=O,0
1024,c1ccc(C2CO2)cc1,0
2471,OCc1ccccc1,0
1871,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1496,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,0
1228,CC(C)Nc1nc(N)nc(Cl)n1,0
1601,CC(C)CCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC(C)C,0
2257,C=CCO,0
1144,CCCCCCC=O,0
1121,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],0
2012,CC(N)=O,0
1782,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,0
1705,CCCCCCC(=O)c1ccccc1,0
2251,C[As](C)(=O)O,0
2318,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,0
1940,CCCC(=O)OC(C)(C)Cc1ccccc1,0
1415,Cc1ccc([N+](=O)[O-])cc1C,0
57-91-0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,0
1114,O=C(O)C=Cc1ccccc1,0
1124,O=P1(N(CCCl)CCCl)NCCCO1,0
2235,C=C(C)C1CC=C(C)CC1,0
2450,O=C1OC(=O)C2C3C=CC(C3)C12,0
1582-09-8,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1
115-95-7,C=CC(C)(CCC=C(C)C)OC(C)=O,0
4376-20-9,CCCCC(CC)COC(=O)c1ccccc1C(=O)O,1
1762,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)O)OC1CCCCC1,0
1862,CCCCCCCCC,0
1465,CCCCCCCCCC=O,0
50471-44-8,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1
1444,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,0
950,O=C(O)c1cccnc1,0
1758,CNC(=O)ON=CC(C)(C)[S+](C)[O-],0
1984,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0
84371-65-3,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,1
1949,O=S(=O)(O)c1ccccc1O,0
100-02-7,O=[N+]([O-])c1ccc(O)cc1,1
1697,CCN(CC)c1ccccc1,0
2391,CCCN(CCC)C(=O)SCC,0
2409,CO[Si](CCCNCCN)(OC)OC,0
1303,O=C1NC(=O)C2CC=CCC12,0
629,C=CC(C)(O)CCC=C(C)CCC=C(C)C,0
1706,CSC(C)(C)CN=O,0
2182,Oc1nc(O)nc(O)n1,0
1958,O=C1CCCC1,0
1808,CCOP(=O)(SC(C)CC)N1CCSC1=O,0
2174,CCCCCCCCCCCCCC(=O)OC(C)C,0
2319,Cc1cc(C)nc(Nc2ccccc2)n1,0
2149,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0
2262,C1=COCCC1,0
888,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0
2412,COC(=O)c1ccccc1N,0
2215,CC(C)CC(C)O,0
51-03-6,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0
1715,CCCCCCCC[Si](OCC)(OCC)OCC,0
1117,CCCCCCCC(=O)OCC(O)CO,0
2379,CCO[Si](CCCN)(OCC)OCC,0
2475,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
1966,NS(=O)(=O)O,0
1786,COC(=O)C1CCC(C(=O)OC)CC1,0
96,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1,0
1552,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,0
2178,CCCCOC(=O)CCCCCCCC(=O)OCCCC,0
1946,Cc1cc(C)c(O)c(C)c1,0
2468,OCC#CCO,0
2180,CCOP(O)OCC,0
1118,Clc1cccc(Cl)c1Cl,0
1968,Cc1cccc(Cl)c1,0
2246,O=C(O)COc1ccc(Cl)cc1Cl,0
1604,CCNC(=S)NCC,0
1956,Clc1ccccc1Cl,0
117-81-7,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1
1898,CCOC(N)=O,0
1768,CCCC1CCC(=O)CC1,0
1481,CC(C)(C)C1CCC(O)CC1,0
1269,Cc1ccccc1S(=O)(=O)O,0
2336,CCC(C)(O)CCCC(C)C,0
2160,CC=C1CC2C=CC1C2,0
1975,O=S1(=O)CCCO1,0
1838,CCNC(=O)NC(=O)C(C#N)=NOC,0
2245,O=C(O)CF,0
1231,Nn1cnnc1,0
2312-35-8,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,1
1181,COc1ccc(C=O)cc1OC,0
1470-79-7,O=C(c1ccc(O)cc1)c1ccc(O)cc1O,1
608,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1,0
1227,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0
2342,CCC1COC(=O)O1,0
1356,CCC(C)C(C(=O)O)n1sc2ccccc2c1=O,0
1751,CCCC1CCC(=O)O1,0
1789,CCCCc1ccc(N)cc1,0
10540-29-1,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0
1807,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
2242,O=C1NC(=O)c2ccccc21,0
705,CC=CC=CCCCCCCCO,0
2371,CCCCOC(O)CC,0
2434,N#CN=C1SCCN1Cc1ccc(Cl)nc1,0
2451,O=C(O)CC(C(=O)O)S(=O)(=O)O,0
979,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,0
2185,CC(=O)OC(C)(C)Cc1ccccc1,0
2009,CCCSC(=O)N(CCC)CCC,0
1220,CC(=O)N(C)C,0
1482,CCC(O)OCCCOC,0
121,C=CC(=O)NC(C)(C)CS(=O)(=O)O,0
74174-44-0,CC[C@@H](C(C)C)C(O)C(O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C,1
722,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,0
43141-69-1,CCCCN(CCCC)c1cccc(O)c1,0
2313,Cc1ccc(O)cc1,0
22248-79-9,COP(=O)(OC)O/C(=C/Cl)c1cc(Cl)c(Cl)cc1Cl,0
1936,CN(C)C(=O)C(c1ccccc1)c1ccccc1,0
2305,CC1=CC(=O)NS(=O)(=O)O1,0
521-18-6,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,1
2323,Cc1ccc(C(C)C)cc1,0
2356,CCCCCCCCCC(=O)OC,0
2418,COc1cc(OC)nc(Sc2cccc(Cl)c2C(=O)O)n1,0
1108,O=C1NS(=O)(=O)c2ccccc21,0
23135-22-0,CNC(=O)O/N=C(\SC)C(=O)N(C)C,0
1512,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1,0
1895,O=NN1CCCC1,0
360-70-3,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,1
1207,CCCCCCCCCOS(=O)(=O)O,0
71751-41-2,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,0
1904,CCCCOCCO,0
2473,OCCCCO,0
2179,c1ccc2scnc2c1,0
2276,CC(=O)OC1CCCCC1C(C)(C)C,0
2229,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,0
2217,CCCC(=O)O,0
616,CC1(C)C2CCC1(C)C(O)C2,0
2411,COC(=O)c1ccccc1C(=O)O,0
60168-88-9,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,1
1058,CCC1CCC(=O)O1,0
2281,CC(C)(C)c1ccccc1,0
330-55-2,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1
1701,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0
1235,CCCCOCCOCCO,0
2420,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1,0
